VaccinationDate,age_group,first_dose,second_dose,third_dose
2021-06-11,80-89,<15,<15,0
2021-06-11,40-49,73,79,0
2021-06-12,70-79,<15,<15,0
2021-06-12,40-49,20,17,0
2021-06-12,50-59,<15,15,0
2021-06-12,20-29,40,40,0
2021-06-12,60-69,<15,<15,0
2021-06-12,30-39,37,33,0
2021-06-12,0-19,60,25,0
2021-06-13,20-29,298,318,0
2021-06-13,30-39,258,279,0
2021-06-13,70-79,35,39,0
2021-06-13,80-89,<15,<15,0
2021-06-13,40-49,169,157,0
2021-06-13,50-59,104,115,0
2021-06-13,90+,<15,<15,0
2021-06-13,60-69,64,57,0
2021-06-13,0-19,2129,239,0
2021-06-14,40-49,204,205,0
2021-06-14,80-89,<15,19,0
2021-06-14,70-79,29,30,0
2021-06-14,50-59,109,132,0
2021-06-14,0-19,1896,293,0
2021-06-14,90+,<15,<15,0
2021-06-14,30-39,295,305,0
2021-06-14,60-69,75,101,0
2021-06-14,20-29,351,376,0
2021-06-15,50-59,129,104,0
2021-06-15,0-19,1959,205,0
2021-06-15,90+,<15,<15,0
2021-06-15,40-49,187,164,0
2021-06-15,80-89,16,24,0
2021-06-15,70-79,29,54,0
2021-06-15,60-69,84,81,0
2021-06-15,30-39,286,331,0
2021-06-15,20-29,356,332,0
2021-06-16,20-29,293,201,0
2021-06-16,60-69,57,61,0
2021-06-16,70-79,29,50,0
2021-06-16,80-89,<15,31,0
2021-06-16,50-59,124,70,0
2021-06-16,0-19,1696,161,0
2021-06-16,90+,<15,15,0
2021-06-16,40-49,177,141,0
2021-06-16,30-39,252,197,0
2021-06-17,20-29,379,283,0
2021-06-17,80-89,16,<15,0
2021-06-17,90+,<15,<15,0
2021-06-17,60-69,70,57,0
2021-06-17,0-19,1539,206,0
2021-06-17,30-39,293,271,0
2021-06-17,40-49,208,149,0
2021-06-17,50-59,97,106,0
2021-06-17,70-79,27,43,0
2021-06-18,20-29,131,95,0
2021-06-18,0-19,732,75,0
2021-06-18,80-89,<15,<15,0
2021-06-18,60-69,27,26,0
2021-06-18,50-59,42,45,0
2021-06-18,70-79,<15,<15,0
2021-06-18,40-49,84,67,0
2021-06-18,90+,<15,0,0
2021-06-18,30-39,141,115,0
2021-06-19,40-49,<15,26,0
2021-06-19,50-59,15,15,0
2021-06-19,60-69,<15,<15,0
2021-06-19,0-19,62,<15,0
2021-06-19,70-79,<15,<15,0
2021-06-19,30-39,26,25,0
2021-06-19,80-89,<15,0,0
2021-06-19,20-29,49,33,0
2021-06-20,80-89,16,18,0
2021-06-20,90+,<15,<15,0
2021-06-20,50-59,136,138,0
2021-06-20,30-39,299,306,0
2021-06-20,20-29,365,281,0
2021-06-20,0-19,2154,204,0
2021-06-20,60-69,61,78,0
2021-06-20,40-49,198,211,0
2021-06-20,70-79,34,44,0
2021-06-21,30-39,461,256,0
2021-06-21,40-49,246,145,0
2021-06-21,90+,<15,<15,0
2021-06-21,0-19,3537,258,0
2021-06-21,50-59,155,77,0
2021-06-21,20-29,622,283,0
2021-06-21,80-89,<15,<15,0
2021-06-21,60-69,75,64,0
2021-06-21,70-79,34,57,0
2021-06-22,90+,<15,<15,0
2021-06-22,60-69,99,49,0
2021-06-22,0-19,5355,160,0
2021-06-22,40-49,249,169,0
2021-06-22,50-59,171,108,0
2021-06-22,30-39,382,242,0
2021-06-22,80-89,26,17,0
2021-06-22,70-79,47,35,0
2021-06-22,20-29,497,257,0
2021-06-23,0-19,8810,209,0
2021-06-23,40-49,328,165,0
2021-06-23,90+,<15,<15,0
2021-06-23,70-79,50,42,0
2021-06-23,60-69,125,73,0
2021-06-23,30-39,489,250,0
2021-06-23,20-29,580,358,0
2021-06-23,80-89,36,21,0
2021-06-23,50-59,206,112,0
2021-06-24,50-59,274,105,0
2021-06-24,90+,<15,<15,0
2021-06-24,20-29,634,317,0
2021-06-24,30-39,507,246,0
2021-06-24,70-79,79,47,0
2021-06-24,0-19,9891,424,0
2021-06-24,60-69,124,74,0
2021-06-24,80-89,36,16,0
2021-06-24,40-49,365,169,0
2021-06-25,50-59,139,53,0
2021-06-25,40-49,235,94,0
2021-06-25,60-69,50,29,0
2021-06-25,80-89,<15,<15,0
2021-06-25,30-39,287,115,0
2021-06-25,0-19,6000,458,0
2021-06-25,70-79,18,<15,0
2021-06-25,20-29,256,87,0
2021-06-26,50-59,34,<15,0
2021-06-26,60-69,<15,<15,0
2021-06-26,20-29,92,38,0
2021-06-26,40-49,65,25,0
2021-06-26,90+,<15,0,0
2021-06-26,0-19,1954,34,0
2021-06-26,80-89,<15,<15,0
2021-06-26,70-79,<15,<15,0
2021-06-26,30-39,60,43,0
2021-06-27,80-89,36,18,0
2021-06-27,50-59,287,146,0
2021-06-27,90+,<15,<15,0
2021-06-27,70-79,65,52,0
2021-06-27,30-39,740,275,0
2021-06-27,40-49,434,183,0
2021-06-27,20-29,817,299,0
2021-06-27,60-69,164,70,0
2021-06-27,0-19,11010,2354,0
2021-06-28,80-89,39,24,0
2021-06-28,30-39,642,258,0
2021-06-28,0-19,11756,2577,0
2021-06-28,50-59,330,116,0
2021-06-28,40-49,497,171,0
2021-06-28,90+,<15,<15,0
2021-06-28,70-79,69,51,0
2021-06-28,20-29,894,325,0
2021-06-28,60-69,178,76,0
2021-06-29,40-49,552,203,0
2021-06-29,30-39,775,296,0
2021-06-29,80-89,50,24,0
2021-06-29,0-19,13557,2596,0
2021-06-29,20-29,973,257,0
2021-06-29,70-79,101,55,0
2021-06-29,50-59,378,131,0
2021-06-29,60-69,202,89,0
2021-06-29,90+,<15,<15,0
2021-06-30,50-59,356,150,0
2021-06-30,70-79,107,46,0
2021-06-30,30-39,799,243,0
2021-06-30,80-89,62,29,0
2021-06-30,20-29,901,272,0
2021-06-30,90+,<15,<15,0
2021-06-30,40-49,574,176,0
2021-06-30,0-19,13340,2300,0
2021-06-30,60-69,209,82,0
2021-07-01,30-39,816,251,0
2021-07-01,40-49,613,179,0
2021-07-01,0-19,13529,2233,0
2021-07-01,50-59,399,133,0
2021-07-01,80-89,49,21,0
2021-07-01,90+,16,<15,0
2021-07-01,20-29,984,324,0
2021-07-01,60-69,221,109,0
2021-07-01,70-79,94,46,0
2021-07-02,0-19,8029,1040,0
2021-07-02,30-39,488,112,0
2021-07-02,60-69,95,46,0
2021-07-02,90+,<15,<15,0
2021-07-02,80-89,17,<15,0
2021-07-02,20-29,508,120,0
2021-07-02,70-79,42,22,0
2021-07-02,40-49,338,91,0
2021-07-02,50-59,214,78,0
2021-07-03,30-39,144,33,0
2021-07-03,50-59,62,<15,0
2021-07-03,70-79,18,<15,0
2021-07-03,40-49,120,37,0
2021-07-03,0-19,2058,108,0
2021-07-03,80-89,<15,<15,0
2021-07-03,60-69,30,<15,0
2021-07-03,20-29,187,57,0
2021-07-04,20-29,1020,255,0
2021-07-04,0-19,14339,2124,0
2021-07-04,80-89,62,23,0
2021-07-04,90+,<15,<15,0
2021-07-04,30-39,823,246,0
2021-07-04,60-69,237,101,0
2021-07-04,50-59,428,119,0
2021-07-04,40-49,638,188,0
2021-07-04,70-79,126,57,0
2021-07-05,0-19,14052,1888,0
2021-07-05,20-29,1191,293,0
2021-07-05,30-39,911,258,0
2021-07-05,70-79,136,47,0
2021-07-05,50-59,470,140,0
2021-07-05,80-89,46,16,0
2021-07-05,90+,<15,<15,0
2021-07-05,60-69,239,102,0
2021-07-05,40-49,709,217,0
2021-07-06,0-19,13881,2073,0
2021-07-06,50-59,420,135,0
2021-07-06,70-79,143,52,0
2021-07-06,90+,16,<15,0
2021-07-06,80-89,58,19,0
2021-07-06,30-39,931,335,0
2021-07-06,40-49,680,240,0
2021-07-06,60-69,293,94,0
2021-07-06,20-29,1337,381,0
2021-07-07,50-59,379,117,0
2021-07-07,30-39,851,258,0
2021-07-07,90+,24,<15,0
2021-07-07,20-29,1047,265,0
2021-07-07,70-79,112,46,0
2021-07-07,60-69,235,95,0
2021-07-07,40-49,704,169,0
2021-07-07,0-19,11999,1617,0
2021-07-07,80-89,66,25,0
2021-07-08,50-59,415,132,0
2021-07-08,30-39,965,272,0
2021-07-08,60-69,249,82,0
2021-07-08,40-49,691,218,0
2021-07-08,20-29,1245,305,0
2021-07-08,70-79,143,41,0
2021-07-08,80-89,82,21,0
2021-07-08,0-19,12675,1697,0
2021-07-08,90+,29,<15,0
2021-07-09,80-89,42,21,0
2021-07-09,90+,<15,<15,0
2021-07-09,30-39,626,146,0
2021-07-09,20-29,745,127,0
2021-07-09,40-49,496,114,0
2021-07-09,0-19,8658,869,0
2021-07-09,50-59,299,58,0
2021-07-09,70-79,63,18,0
2021-07-09,60-69,126,56,0
2021-07-10,30-39,276,60,0
2021-07-10,20-29,365,71,0
2021-07-10,0-19,3793,118,0
2021-07-10,40-49,240,51,0
2021-07-10,50-59,142,26,0
2021-07-10,80-89,<15,0,0
2021-07-10,60-69,69,<15,0
2021-07-10,70-79,25,<15,0
2021-07-11,60-69,50,68,0
2021-07-11,0-19,512,1978,0
2021-07-11,30-39,241,233,0
2021-07-11,50-59,102,71,0
2021-07-11,20-29,304,249,0
2021-07-11,40-49,175,156,0
2021-07-11,80-89,<15,21,0
2021-07-11,90+,0,<15,0
2021-07-11,70-79,19,25,0
2021-07-12,40-49,216,150,0
2021-07-12,70-79,25,27,0
2021-07-12,90+,<15,<15,0
2021-07-12,50-59,130,99,0
2021-07-12,20-29,458,314,0
2021-07-12,30-39,265,235,0
2021-07-12,80-89,<15,<15,0
2021-07-12,0-19,1170,2705,0
2021-07-12,60-69,71,61,0
2021-07-13,90+,<15,<15,0
2021-07-13,60-69,68,55,0
2021-07-13,40-49,209,173,0
2021-07-13,30-39,348,248,0
2021-07-13,80-89,19,17,0
2021-07-13,70-79,32,32,0
2021-07-13,0-19,1510,4324,0
2021-07-13,50-59,139,115,0
2021-07-13,20-29,545,393,0
2021-07-14,20-29,459,272,0
2021-07-14,90+,<15,<15,0
2021-07-14,0-19,1469,6519,0
2021-07-14,30-39,265,270,0
2021-07-14,70-79,36,39,0
2021-07-14,50-59,117,95,0
2021-07-14,60-69,80,66,0
2021-07-14,80-89,24,25,0
2021-07-14,40-49,198,152,0
2021-07-15,0-19,1673,8129,0
2021-07-15,90+,<15,<15,0
2021-07-15,50-59,138,113,0
2021-07-15,60-69,77,63,0
2021-07-15,70-79,33,62,0
2021-07-15,40-49,206,195,0
2021-07-15,30-39,297,265,0
2021-07-15,20-29,457,326,0
2021-07-15,80-89,<15,23,0
2021-07-16,80-89,<15,<15,0
2021-07-16,20-29,197,121,0
2021-07-16,40-49,88,127,0
2021-07-16,50-59,52,66,0
2021-07-16,90+,<15,<15,0
2021-07-16,70-79,<15,17,0
2021-07-16,30-39,122,125,0
2021-07-16,60-69,24,27,0
2021-07-16,0-19,692,5306,0
2021-07-17,80-89,<15,0,0
2021-07-17,40-49,18,29,0
2021-07-17,50-59,<15,21,0
2021-07-17,60-69,<15,<15,0
2021-07-17,20-29,56,51,0
2021-07-17,90+,0,<15,0
2021-07-17,70-79,<15,<15,0
2021-07-17,0-19,201,1198,0
2021-07-17,30-39,23,30,0
2021-07-18,80-89,<15,20,0
2021-07-18,70-79,28,35,0
2021-07-18,30-39,225,266,0
2021-07-18,0-19,1205,8790,0
2021-07-18,40-49,144,161,0
2021-07-18,20-29,271,264,0
2021-07-18,60-69,48,63,0
2021-07-18,90+,<15,<15,0
2021-07-18,50-59,85,116,0
2021-07-19,50-59,120,116,0
2021-07-19,0-19,1846,10127,0
2021-07-19,60-69,74,77,0
2021-07-19,30-39,299,298,0
2021-07-19,90+,<15,<15,0
2021-07-19,80-89,24,25,0
2021-07-19,20-29,486,351,0
2021-07-19,70-79,44,42,0
2021-07-19,40-49,229,188,0
2021-07-20,0-19,1501,10652,0
2021-07-20,20-29,386,335,0
2021-07-20,80-89,25,52,0
2021-07-20,60-69,76,90,0
2021-07-20,30-39,255,309,0
2021-07-20,90+,<15,24,0
2021-07-20,50-59,105,114,0
2021-07-20,70-79,45,56,0
2021-07-20,40-49,186,188,0
2021-07-21,20-29,321,280,0
2021-07-21,50-59,119,146,0
2021-07-21,30-39,222,303,0
2021-07-21,0-19,1363,10616,0
2021-07-21,40-49,164,194,0
2021-07-21,60-69,55,101,0
2021-07-21,80-89,21,44,0
2021-07-21,90+,<15,<15,0
2021-07-21,70-79,36,75,0
2021-07-22,60-69,82,95,0
2021-07-22,0-19,1646,11835,0
2021-07-22,80-89,16,35,0
2021-07-22,90+,<15,<15,0
2021-07-22,50-59,142,179,0
2021-07-22,30-39,283,380,0
2021-07-22,20-29,392,294,0
2021-07-22,70-79,36,54,0
2021-07-22,40-49,211,272,0
2021-07-23,90+,<15,<15,0
2021-07-23,40-49,131,99,0
2021-07-23,30-39,213,201,0
2021-07-23,70-79,<15,24,0
2021-07-23,80-89,<15,<15,0
2021-07-23,0-19,1266,7493,0
2021-07-23,50-59,73,92,0
2021-07-23,60-69,39,40,0
2021-07-23,20-29,218,153,0
2021-07-24,50-59,18,<15,0
2021-07-24,80-89,0,<15,0
2021-07-24,70-79,<15,<15,0
2021-07-24,0-19,391,1210,0
2021-07-24,60-69,<15,<15,0
2021-07-24,40-49,44,47,0
2021-07-24,30-39,56,44,0
2021-07-24,20-29,79,90,0
2021-07-25,30-39,377,421,0
2021-07-25,90+,<15,<15,0
2021-07-25,70-79,63,83,0
2021-07-25,80-89,27,39,0
2021-07-25,40-49,271,256,0
2021-07-25,60-69,119,116,0
2021-07-25,0-19,2811,13895,0
2021-07-25,20-29,536,438,0
2021-07-25,50-59,157,176,0
2021-07-26,70-79,54,76,0
2021-07-26,30-39,427,389,0
2021-07-26,0-19,3391,11844,0
2021-07-26,60-69,107,116,0
2021-07-26,50-59,175,176,0
2021-07-26,80-89,24,34,0
2021-07-26,40-49,306,253,0
2021-07-26,20-29,594,510,0
2021-07-26,90+,<15,<15,0
2021-07-27,0-19,3533,11584,0
2021-07-27,70-79,51,83,0
2021-07-27,20-29,697,626,0
2021-07-27,30-39,459,483,0
2021-07-27,60-69,103,141,0
2021-07-27,50-59,188,196,0
2021-07-27,90+,15,15,0
2021-07-27,80-89,27,32,0
2021-07-27,40-49,341,285,0
2021-07-28,90+,<15,32,0
2021-07-28,70-79,46,87,0
2021-07-28,0-19,2462,10627,0
2021-07-28,60-69,85,123,0
2021-07-28,20-29,474,414,0
2021-07-28,80-89,43,50,0
2021-07-28,30-39,390,438,0
2021-07-28,40-49,256,259,0
2021-07-28,50-59,161,198,0
2021-07-29,70-79,60,104,0
2021-07-29,50-59,192,189,0
2021-07-29,60-69,86,164,0
2021-07-29,90+,<15,27,0
2021-07-29,20-29,530,538,0
2021-07-29,0-19,2935,12038,0
2021-07-29,40-49,304,369,0
2021-07-29,80-89,27,56,0
2021-07-29,30-39,456,562,0
2021-07-30,50-59,131,150,0
2021-07-30,60-69,52,89,1914
2021-07-30,30-39,238,352,0
2021-07-30,20-29,274,314,0
2021-07-30,80-89,<15,25,446
2021-07-30,40-49,185,233,0
2021-07-30,90+,<15,<15,58
2021-07-30,0-19,1647,9531,0
2021-07-30,70-79,32,38,1597
2021-07-31,30-39,104,138,0
2021-07-31,40-49,64,90,0
2021-07-31,0-19,995,2983,0
2021-07-31,70-79,<15,17,2450
2021-07-31,60-69,21,42,2924
2021-07-31,50-59,39,52,0
2021-07-31,80-89,<15,<15,646
2021-07-31,90+,0,<15,90
2021-07-31,20-29,135,165,0
2021-08-01,50-59,82,51,0
2021-08-01,40-49,165,73,0
2021-08-01,20-29,280,163,0
2021-08-01,30-39,202,111,0
2021-08-01,70-79,47,49,12795
2021-08-01,90+,34,<15,945
2021-08-01,60-69,59,67,11936
2021-08-01,0-19,2107,2748,0
2021-08-01,80-89,61,28,5205
2021-08-02,30-39,208,165,0
2021-08-02,50-59,109,94,0
2021-08-02,20-29,340,259,0
2021-08-02,70-79,54,84,24009
2021-08-02,40-49,134,103,0
2021-08-02,90+,16,15,2124
2021-08-02,60-69,84,127,22345
2021-08-02,0-19,2082,2184,0
2021-08-02,80-89,31,41,9793
2021-08-03,30-39,259,221,0
2021-08-03,90+,<15,21,2966
2021-08-03,0-19,2191,2105,0
2021-08-03,60-69,91,171,30296
2021-08-03,40-49,174,112,0
2021-08-03,50-59,104,89,0
2021-08-03,70-79,69,116,32013
2021-08-03,80-89,37,41,13406
2021-08-03,20-29,386,332,0
2021-08-04,50-59,121,78,0
2021-08-04,70-79,67,141,32391
2021-08-04,30-39,266,224,0
2021-08-04,0-19,2373,2017,0
2021-08-04,40-49,174,145,0
2021-08-04,20-29,329,266,0
2021-08-04,80-89,35,60,13719
2021-08-04,60-69,101,188,31408
2021-08-04,90+,<15,18,2896
2021-08-05,30-39,306,253,0
2021-08-05,20-29,479,288,0
2021-08-05,60-69,135,225,35564
2021-08-05,0-19,2995,2206,0
2021-08-05,70-79,90,158,35159
2021-08-05,80-89,55,78,14293
2021-08-05,40-49,226,152,0
2021-08-05,50-59,146,109,0
2021-08-05,90+,15,22,3013
2021-08-06,90+,<15,<15,1442
2021-08-06,50-59,65,64,0
2021-08-06,40-49,110,76,0
2021-08-06,70-79,48,67,16837
2021-08-06,80-89,21,29,6918
2021-08-06,20-29,157,129,0
2021-08-06,0-19,1740,1130,0
2021-08-06,30-39,158,117,0
2021-08-06,60-69,68,136,19274
2021-08-07,50-59,35,29,0
2021-08-07,90+,<15,<15,744
2021-08-07,60-69,26,67,11987
2021-08-07,0-19,691,320,0
2021-08-07,30-39,78,41,0
2021-08-07,20-29,91,81,0
2021-08-07,40-49,38,32,0
2021-08-07,80-89,<15,15,3907
2021-08-07,70-79,18,37,10481
2021-08-08,0-19,3484,1745,0
2021-08-08,60-69,167,258,33252
2021-08-08,40-49,267,145,0
2021-08-08,20-29,422,268,0
2021-08-08,70-79,84,160,30491
2021-08-08,30-39,322,236,0
2021-08-08,50-59,161,121,0
2021-08-08,90+,24,<15,2545
2021-08-08,80-89,54,74,12866
2021-08-09,50-59,162,101,0
2021-08-09,0-19,3673,1593,0
2021-08-09,40-49,272,167,0
2021-08-09,90+,17,<15,2671
2021-08-09,80-89,62,76,12467
2021-08-09,30-39,364,234,0
2021-08-09,20-29,481,332,0
2021-08-09,60-69,173,272,31621
2021-08-09,70-79,100,168,28461
2021-08-10,60-69,166,290,31766
2021-08-10,30-39,455,258,94
2021-08-10,90+,23,21,2418
2021-08-10,50-59,216,155,938
2021-08-10,70-79,123,217,27291
2021-08-10,80-89,63,105,12319
2021-08-10,40-49,330,174,507
2021-08-10,20-29,623,350,0
2021-08-10,0-19,3527,1533,0
2021-08-11,0-19,3574,1466,0
2021-08-11,90+,19,<15,2146
2021-08-11,70-79,139,159,22117
2021-08-11,20-29,573,310,0
2021-08-11,80-89,70,68,10132
2021-08-11,30-39,446,271,86
2021-08-11,50-59,243,143,1072
2021-08-11,40-49,346,183,594
2021-08-11,60-69,224,243,26409
2021-08-12,30-39,562,268,84
2021-08-12,80-89,74,78,9496
2021-08-12,20-29,551,366,0
2021-08-12,90+,26,17,2099
2021-08-12,50-59,297,172,833
2021-08-12,70-79,138,158,20320
2021-08-12,40-49,401,189,467
2021-08-12,0-19,4724,1714,0
2021-08-12,60-69,221,257,26082
2021-08-13,50-59,122,171,16726
2021-08-13,20-29,285,211,0
2021-08-13,30-39,265,186,84
2021-08-13,0-19,2699,1050,0
2021-08-13,60-69,100,146,13545
2021-08-13,70-79,58,71,8236
2021-08-13,80-89,34,25,3933
2021-08-13,90+,<15,<15,903
2021-08-13,40-49,191,121,357
2021-08-14,0-19,1500,286,0
2021-08-14,80-89,19,<15,2239
2021-08-14,90+,<15,<15,491
2021-08-14,70-79,50,35,5228
2021-08-14,20-29,194,111,0
2021-08-14,30-39,146,61,102
2021-08-14,40-49,126,60,372
2021-08-14,60-69,66,62,8990
2021-08-14,50-59,119,167,27011
2021-08-15,90+,<15,20,1381
2021-08-15,0-19,4712,2445,0
2021-08-15,30-39,566,352,1521
2021-08-15,80-89,71,84,6570
2021-08-15,50-59,326,472,50199
2021-08-15,20-29,647,425,0
2021-08-15,70-79,125,166,13515
2021-08-15,60-69,271,271,21614
2021-08-15,40-49,424,243,2980
2021-08-16,80-89,68,51,5962
2021-08-16,30-39,579,342,1985
2021-08-16,40-49,488,281,3273
2021-08-16,0-19,4241,2475,0
2021-08-16,60-69,248,295,18549
2021-08-16,70-79,178,156,11967
2021-08-16,90+,15,15,1305
2021-08-16,20-29,731,429,0
2021-08-16,50-59,416,601,46244
2021-08-17,70-79,178,170,10281
2021-08-17,0-19,4665,2728,0
2021-08-17,80-89,86,91,4881
2021-08-17,90+,22,20,1121
2021-08-17,20-29,710,523,0
2021-08-17,30-39,681,405,2313
2021-08-17,40-49,536,306,4476
2021-08-17,60-69,261,291,17095
2021-08-17,50-59,421,522,42944
2021-08-18,80-89,71,53,4157
2021-08-18,20-29,789,455,0
2021-08-18,60-69,280,268,14364
2021-08-18,50-59,481,468,35304
2021-08-18,30-39,723,389,2037
2021-08-18,40-49,531,305,3634
2021-08-18,90+,17,<15,981
2021-08-18,70-79,137,143,8560
2021-08-18,0-19,5597,2433,0
2021-08-19,90+,27,20,774
2021-08-19,70-79,161,161,7276
2021-08-19,0-19,6660,2783,0
2021-08-19,20-29,877,528,0
2021-08-19,30-39,794,404,2230
2021-08-19,80-89,83,68,3525
2021-08-19,60-69,315,302,13754
2021-08-19,40-49,642,380,4211
2021-08-19,50-59,503,505,33956
2021-08-20,30-39,349,240,1295
2021-08-20,20-29,360,273,0
2021-08-20,80-89,30,16,1419
2021-08-20,70-79,71,59,2971
2021-08-20,60-69,126,115,6707
2021-08-20,90+,<15,<15,295
2021-08-20,0-19,3221,1400,0
2021-08-20,50-59,253,338,21093
2021-08-20,40-49,300,298,26284
2021-08-21,80-89,<15,<15,666
2021-08-21,90+,<15,<15,137
2021-08-21,70-79,29,31,1444
2021-08-21,0-19,2622,720,0
2021-08-21,60-69,50,84,3120
2021-08-21,40-49,219,222,31556
2021-08-21,30-39,179,119,1458
2021-08-21,50-59,127,169,11962
2021-08-21,20-29,243,162,0
2021-08-22,90+,23,15,575
2021-08-22,50-59,479,394,25932
2021-08-22,0-19,6382,2690,0
2021-08-22,60-69,292,222,10545
2021-08-22,40-49,754,566,51362
2021-08-22,30-39,766,334,5843
2021-08-22,80-89,87,55,2711
2021-08-22,20-29,929,367,0
2021-08-22,70-79,147,129,5949
2021-08-23,80-89,71,59,2441
2021-08-23,90+,28,<15,566
2021-08-23,50-59,520,392,21349
2021-08-23,40-49,844,541,43648
2021-08-23,70-79,150,135,5015
2021-08-23,60-69,272,231,8981
2021-08-23,30-39,898,339,8881
2021-08-23,0-19,7204,2273,0
2021-08-23,20-29,960,377,0
2021-08-24,40-49,831,556,40598
2021-08-24,60-69,296,246,8038
2021-08-24,80-89,72,68,2090
2021-08-24,0-19,7835,2364,0
2021-08-24,70-79,159,127,4621
2021-08-24,20-29,1038,478,0
2021-08-24,30-39,975,369,18748
2021-08-24,90+,17,<15,541
2021-08-24,50-59,522,419,19202
2021-08-25,80-89,59,44,1709
2021-08-25,70-79,148,129,3623
2021-08-25,90+,18,<15,462
2021-08-25,50-59,480,395,14918
2021-08-25,20-29,1044,398,0
2021-08-25,30-39,1045,468,35200
2021-08-25,60-69,256,247,6488
2021-08-25,40-49,828,471,32458
2021-08-25,0-19,5778,2237,0
2021-08-26,0-19,6172,2758,0
2021-08-26,50-59,466,405,16231
2021-08-26,90+,<15,<15,296
2021-08-26,60-69,221,224,6429
2021-08-26,40-49,822,512,34438
2021-08-26,20-29,1132,421,0
2021-08-26,70-79,144,117,3038
2021-08-26,80-89,55,40,1452
2021-08-26,30-39,1106,504,34338
2021-08-27,0-19,2858,1656,0
2021-08-27,30-39,398,269,19962
2021-08-27,90+,<15,<15,101
2021-08-27,60-69,96,93,3024
2021-08-27,20-29,373,179,0
2021-08-27,40-49,337,265,20841
2021-08-27,80-89,19,19,512
2021-08-27,70-79,43,37,1209
2021-08-27,50-59,177,191,8816
2021-08-28,0-19,2746,709,0
2021-08-28,30-39,256,176,13032
2021-08-28,20-29,251,141,0
2021-08-28,80-89,<15,<15,290
2021-08-28,70-79,24,30,723
2021-08-28,60-69,55,62,1657
2021-08-28,40-49,246,181,11733
2021-08-28,90+,<15,0,61
2021-08-28,50-59,111,139,4898
2021-08-29,40-49,769,526,22234
2021-08-29,90+,18,<15,260
2021-08-29,70-79,115,145,2572
2021-08-29,80-89,56,50,1158
2021-08-29,60-69,234,212,4835
2021-08-29,0-19,6582,3529,1546
2021-08-29,30-39,946,548,27065
2021-08-29,50-59,454,334,10481
2021-08-29,20-29,1181,544,9238
2021-08-30,20-29,1589,832,35478
2021-08-30,60-69,259,232,4824
2021-08-30,90+,<15,<15,317
2021-08-30,30-39,1364,670,28958
2021-08-30,80-89,56,44,1216
2021-08-30,50-59,567,407,10825
2021-08-30,0-19,7417,4011,9429
2021-08-30,40-49,945,603,22287
2021-08-30,70-79,128,138,2489
2021-08-31,90+,<15,<15,268
2021-08-31,20-29,1466,933,39630
2021-08-31,50-59,438,412,10085
2021-08-31,40-49,869,547,20317
2021-08-31,70-79,144,166,2376
2021-08-31,60-69,222,258,4664
2021-08-31,0-19,7632,3461,9898
2021-08-31,80-89,43,59,1181
2021-08-31,30-39,1283,600,26244
2021-09-01,80-89,48,57,890
2021-09-01,0-19,4480,2875,12346
2021-09-01,20-29,1801,1081,44109
2021-09-01,70-79,122,160,1956
2021-09-01,30-39,1163,640,23751
2021-09-01,40-49,756,501,17117
2021-09-01,60-69,227,277,3832
2021-09-01,50-59,453,333,7988
2021-09-01,90+,<15,<15,247
2021-09-02,50-59,477,388,9140
2021-09-02,20-29,1839,1108,38040
2021-09-02,30-39,1183,601,25263
2021-09-02,90+,22,<15,224
2021-09-02,80-89,64,59,798
2021-09-02,70-79,120,133,1812
2021-09-02,0-19,4132,4018,12239
2021-09-02,60-69,225,252,3862
2021-09-02,40-49,759,540,19947
2021-09-03,0-19,2171,2489,5909
2021-09-03,70-79,38,61,831
2021-09-03,20-29,529,498,16710
2021-09-03,30-39,437,339,15782
2021-09-03,90+,<15,<15,64
2021-09-03,60-69,71,101,1953
2021-09-03,40-49,320,301,12117
2021-09-03,80-89,<15,17,309
2021-09-03,50-59,151,233,5135
2021-09-04,80-89,<15,<15,188
2021-09-04,90+,<15,<15,47
2021-09-04,20-29,254,225,8531
2021-09-04,30-39,243,191,7483
2021-09-04,50-59,94,141,2714
2021-09-04,40-49,186,158,5761
2021-09-04,0-19,1833,1152,3776
2021-09-04,70-79,19,20,423
2021-09-04,60-69,42,71,983
2021-09-05,70-79,125,104,1421
2021-09-05,50-59,362,281,5132
2021-09-05,20-29,1280,878,28764
2021-09-05,90+,<15,<15,155
2021-09-05,0-19,3550,4074,9619
2021-09-05,80-89,46,38,615
2021-09-05,30-39,868,454,14820
2021-09-05,40-49,604,383,10144
2021-09-05,60-69,199,203,2524
2021-09-06,20-29,436,327,7326
2021-09-06,90+,<15,<15,28
2021-09-06,60-69,65,72,811
2021-09-06,40-49,268,169,3899
2021-09-06,80-89,17,22,144
2021-09-06,50-59,137,118,2058
2021-09-06,0-19,1512,1668,2963
2021-09-06,70-79,38,42,370
2021-09-06,30-39,336,214,5145
2021-09-07,60-69,15,25,282
2021-09-07,80-89,<15,<15,39
2021-09-07,70-79,<15,<15,141
2021-09-07,20-29,161,112,1401
2021-09-07,30-39,118,77,1340
2021-09-07,0-19,763,472,436
2021-09-07,40-49,60,76,1097
2021-09-07,50-59,47,37,621
2021-09-07,90+,0,0,<15
2021-09-08,0-19,859,729,620
2021-09-08,50-59,52,43,729
2021-09-08,90+,0,0,<15
2021-09-08,60-69,25,25,342
2021-09-08,40-49,98,73,1319
