VaccinationDate,age_group,first_dose,second_dose,third_dose
2021-12-05,80-89,<15,<15,69
2021-12-05,60-69,37,45,213
2021-12-05,50-59,62,111,421
2021-12-05,20-29,228,271,1052
2021-12-06,90+,<15,<15,18
2021-12-06,40-49,107,126,499
2021-12-06,30-39,176,180,824
2021-12-06,70-79,<15,24,105
2021-12-06,60-69,40,57,193
2021-12-06,20-29,256,285,1200
2021-12-06,50-59,68,98,339
2021-12-06,0-19,6066,372,1002
2021-12-06,80-89,<15,<15,44
2021-12-07,30-39,166,188,889
2021-12-07,0-19,4832,486,788
2021-12-07,60-69,41,53,175
2021-12-07,50-59,63,101,314
2021-12-07,80-89,<15,25,46
2021-12-07,20-29,333,388,931
2021-12-07,70-79,27,32,159
2021-12-07,40-49,126,139,515
2021-12-07,90+,<15,<15,26
2021-12-08,40-49,110,115,484
2021-12-08,70-79,21,32,96
2021-12-08,90+,<15,<15,21
2021-12-08,50-59,69,97,315
2021-12-08,30-39,172,169,759
2021-12-08,0-19,4213,406,863
2021-12-08,20-29,296,260,988
2021-12-08,60-69,34,53,170
2021-12-08,80-89,<15,16,33
2021-12-09,60-69,47,60,191
2021-12-09,90+,<15,<15,<15
2021-12-09,80-89,<15,<15,36
2021-12-09,70-79,17,34,85
2021-12-09,20-29,252,276,1071
2021-12-09,50-59,80,113,354
2021-12-09,40-49,104,137,653
2021-12-09,30-39,199,183,1029
2021-12-09,0-19,5508,380,931
2021-12-10,20-29,131,115,571
2021-12-10,0-19,2516,194,490
2021-12-10,60-69,31,34,119
2021-12-10,50-59,60,62,247
2021-12-10,80-89,<15,<15,16
2021-12-10,70-79,<15,<15,48
2021-12-10,30-39,125,120,631
2021-12-10,90+,<15,<15,<15
2021-12-10,40-49,127,107,416
2021-12-11,40-49,15,29,165
2021-12-11,50-59,16,16,80
2021-12-11,30-39,18,32,189
2021-12-11,70-79,<15,<15,<15
2021-12-11,20-29,56,54,283
2021-12-11,0-19,1372,92,180
2021-12-11,60-69,<15,<15,29
2021-12-11,80-89,0,<15,0
2021-12-12,30-39,248,210,1097
2021-12-12,90+,<15,<15,<15
2021-12-12,80-89,<15,<15,55
2021-12-12,70-79,32,48,170
2021-12-12,40-49,175,179,760
2021-12-12,60-69,70,77,292
2021-12-12,50-59,102,112,473
2021-12-12,20-29,354,328,1145
2021-12-12,0-19,6300,434,1140
2021-12-13,30-39,176,180,854
2021-12-13,0-19,5436,547,972
2021-12-13,70-79,20,39,129
2021-12-13,20-29,297,280,1062
2021-12-13,80-89,<15,<15,53
2021-12-13,40-49,109,116,562
2021-12-13,90+,<15,<15,<15
2021-12-13,60-69,46,61,226
2021-12-13,50-59,63,96,359
2021-12-14,80-89,<15,25,52
2021-12-14,70-79,23,48,142
2021-12-14,90+,<15,<15,16
2021-12-14,30-39,183,234,944
2021-12-14,20-29,269,265,1048
2021-12-14,40-49,128,155,553
2021-12-14,0-19,6606,5170,1460
2021-12-14,60-69,38,57,211
2021-12-14,50-59,69,111,372
2021-12-15,80-89,<15,<15,54
2021-12-15,60-69,41,71,231
2021-12-15,0-19,6332,6556,1654
2021-12-15,90+,<15,<15,<15
2021-12-15,30-39,213,184,987
2021-12-15,20-29,340,247,1172
2021-12-15,50-59,98,99,387
2021-12-15,40-49,149,148,692
2021-12-15,70-79,18,40,120
2021-12-16,50-59,101,111,501
2021-12-16,80-89,<15,16,64
2021-12-16,0-19,7182,7569,2007
2021-12-16,40-49,149,178,842
2021-12-16,70-79,25,33,141
2021-12-16,30-39,272,260,1241
2021-12-16,60-69,53,85,279
2021-12-16,90+,<15,<15,16
2021-12-16,20-29,293,317,1313
2021-12-17,30-39,127,113,752
2021-12-17,0-19,3922,4671,1350
2021-12-17,80-89,<15,<15,26
2021-12-17,70-79,<15,<15,56
2021-12-17,50-59,47,54,288
2021-12-17,20-29,126,111,683
2021-12-17,60-69,15,34,105
2021-12-17,40-49,104,93,509
2021-12-17,90+,<15,<15,<15
2021-12-18,40-49,21,26,166
2021-12-18,60-69,<15,<15,30
2021-12-18,30-39,25,30,180
2021-12-18,70-79,<15,<15,<15
2021-12-18,80-89,0,0,<15
2021-12-18,50-59,<15,<15,101
2021-12-18,90+,0,0,<15
2021-12-18,0-19,3832,2763,504
2021-12-18,20-29,36,50,267
2021-12-19,50-59,86,120,468
2021-12-19,80-89,15,17,76
2021-12-19,40-49,116,170,772
2021-12-19,60-69,43,77,279
2021-12-19,0-19,6237,8342,2210
2021-12-19,90+,<15,<15,21
2021-12-19,70-79,22,45,156
2021-12-19,30-39,206,210,1078
2021-12-19,20-29,255,324,1124
2021-12-20,0-19,7298,6683,2148
2021-12-20,60-69,35,72,192
2021-12-20,30-39,186,167,792
2021-12-20,20-29,267,259,1041
2021-12-20,80-89,15,<15,36
2021-12-20,50-59,64,97,339
2021-12-20,40-49,122,155,581
2021-12-20,70-79,<15,35,93
2021-12-20,90+,<15,<15,15
2021-12-21,80-89,<15,18,56
2021-12-21,50-59,83,144,418
2021-12-21,40-49,137,155,734
2021-12-21,30-39,220,178,965
2021-12-21,90+,<15,<15,17
2021-12-21,70-79,15,50,136
2021-12-21,60-69,42,77,256
2021-12-21,0-19,8781,7696,2693
2021-12-21,20-29,274,279,1012
2021-12-22,50-59,84,104,409
2021-12-22,40-49,128,172,647
2021-12-22,60-69,52,77,244
2021-12-22,70-79,25,50,150
2021-12-22,20-29,293,310,1013
2021-12-22,0-19,8845,7154,2644
2021-12-22,80-89,<15,<15,68
2021-12-22,30-39,233,218,875
2021-12-22,90+,<15,<15,23
2021-12-23,20-29,313,367,1119
2021-12-23,50-59,102,158,524
2021-12-23,90+,<15,<15,16
2021-12-23,0-19,10619,9032,3805
2021-12-23,60-69,44,102,268
2021-12-23,40-49,158,183,830
2021-12-23,80-89,<15,35,63
2021-12-23,30-39,235,300,1162
2021-12-23,70-79,30,52,180
2021-12-24,60-69,25,45,148
2021-12-24,80-89,<15,<15,26
2021-12-24,0-19,5337,5624,2591
2021-12-24,40-49,136,124,576
2021-12-24,50-59,68,80,294
2021-12-24,20-29,172,162,617
2021-12-24,30-39,136,151,791
2021-12-24,70-79,18,21,79
2021-12-24,90+,0,0,<15
2021-12-25,0-19,3191,2380,1137
2021-12-25,50-59,<15,<15,70
2021-12-25,30-39,38,51,229
2021-12-25,90+,<15,<15,<15
2021-12-25,40-49,29,31,172
2021-12-25,60-69,<15,<15,37
2021-12-25,70-79,<15,<15,30
2021-12-25,80-89,<15,<15,<15
2021-12-25,20-29,48,70,310
2021-12-26,0-19,9586,7668,3685
2021-12-26,20-29,402,373,1317
2021-12-26,90+,<15,<15,15
2021-12-26,60-69,69,107,319
2021-12-26,30-39,257,247,1132
2021-12-26,80-89,<15,36,64
2021-12-26,40-49,185,233,870
2021-12-26,70-79,34,78,203
2021-12-26,50-59,107,138,510
2021-12-27,70-79,22,69,165
2021-12-27,60-69,53,97,311
2021-12-27,20-29,388,310,1570
2021-12-27,90+,<15,<15,29
2021-12-27,80-89,<15,28,73
2021-12-27,50-59,103,119,481
2021-12-27,0-19,9349,6073,3539
2021-12-27,30-39,261,221,1102
2021-12-27,40-49,163,179,769
2021-12-28,30-39,315,296,1296
2021-12-28,90+,<15,<15,30
2021-12-28,60-69,55,105,359
2021-12-28,50-59,103,159,616
2021-12-28,70-79,28,60,245
2021-12-28,80-89,19,30,99
2021-12-28,0-19,10239,6136,4447
2021-12-28,20-29,387,385,1461
2021-12-28,40-49,204,229,913
2021-12-29,60-69,51,104,324
2021-12-29,70-79,22,65,207
2021-12-29,90+,<15,<15,30
2021-12-29,30-39,299,219,1022
2021-12-29,40-49,230,179,784
2021-12-29,50-59,105,131,557
2021-12-29,80-89,<15,29,95
2021-12-29,0-19,8869,4926,3889
2021-12-29,20-29,391,264,1245
2021-12-30,90+,<15,<15,23
2021-12-30,40-49,174,202,1294
2021-12-30,80-89,<15,23,133
2021-12-30,0-19,9998,6472,5682
2021-12-30,20-29,392,369,1556
2021-12-30,50-59,102,191,864
2021-12-30,60-69,56,106,630
2021-12-30,30-39,269,263,1513
2021-12-30,70-79,<15,61,383
2021-12-31,20-29,30,<15,91
2021-12-31,0-19,801,220,439
2021-12-31,60-69,<15,<15,<15
2021-12-31,80-89,<15,0,<15
2021-12-31,70-79,<15,<15,<15
2021-12-31,90+,0,0,<15
2021-12-31,40-49,<15,<15,68
2021-12-31,50-59,<15,<15,41
2021-12-31,30-39,30,28,122
2022-01-01,60-69,0,<15,<15
2022-01-01,40-49,<15,<15,26
2022-01-01,50-59,<15,<15,18
2022-01-01,20-29,<15,<15,28
2022-01-01,0-19,118,36,93
2022-01-01,30-39,<15,<15,19
